1938,"Poughkeepsie, NY, USA",41.7065779,-73.9284101,3
1938,"Racine, WI, USA",42.7260523,-87.78252420000001,30
1938,"St Louis, MO, USA",38.62727329999999,-90.19788890000001,9
1938,"Washington Square, NY, USA",42.6622728,-73.7695467,2
1939,"Akron, OH, USA",41.083064,-81.518485,6
1939,"Buffalo, NY, USA",42.8867166,-78.87839220000001,6
1939,"Gettysburg, PA, USA",39.8309399,-77.23109079999999,1
1939,"Meriden, CT, USA",41.5381535,-72.8070435,3
1939,"New York, NY, USA",42.68400365,-73.84798682,23
1939,"Newark, NJ, USA",40.735657,-74.1723667,2
1939,"Pelham, NY, USA",40.9098215,-73.8079111,1
1939,"Philadelphia, PA, USA",39.952399299999996,-75.1635899,3
1939,"Racine, WI, USA",42.7260523,-87.78252420000001,30
1939,"Springfield, MA, USA",42.1014831,-72.589811,16
1939,"St Louis, MO, USA",38.62727329999999,-90.19788890000001,6
1940,"Akron, OH, USA",41.083064,-81.518485,6
1940,"Buffalo, NY, USA",42.8867166,-78.87839220000001,18
1940,"Chicago, IL, USA",41.8755546,-87.6244212,13
1940,"Detroit, MI, USA",42.3486635,-83.0567375,1
1940,"Dunellen, NJ, USA",40.5892696,-74.47182009999999,4
1940,"Holyoke, MA, USA",42.2045965,-72.6155062,20
1940,"Louisville, KY, USA",38.254237599999996,-85.759407,10
1940,"Meriden, CT, USA",41.5381535,-72.8070435,4
1940,"New York, NY, USA",42.68400365,-73.84798682,79
1940,"Philadelphia, PA, USA",39.952399299999996,-75.1635899,7
1940,"Poughkeepsie, NY, USA",41.7065779,-73.9284101,3
1940,"Racine, WI, USA",42.7260523,-87.78252420000001,14
1940,"Redding Ridge, CT, USA",41.317040000000006,-73.3534522,2
1940,"Springfield, MA, USA",42.1014831,-72.589811,9
1940,"St Louis, MO, USA",38.62727329999999,-90.19788890000001,18
1940,USA,39.7837304,-128.0,2
1940,"Washington, DC, USA",38.8949549,-77.03664559999999,1
1940,"Waterbury, CT, USA",41.558152500000006,-73.0514966,3
1941,"Buffalo, NY, USA",42.8867166,-78.87839220000001,12
1941,"CA, USA",36.7014631,-118.75599740000001,1
1941,"Chicago, IL, USA",41.8755546,-87.6244212,12
1941,"Cleveland, OH, USA",41.5051613,-81.6934446,1
1941,"Dunellen, NJ, USA",40.5892696,-74.47182009999999,2
1941,"Greenwich, CT, USA",41.0264862,-73.6284598,8
1941,"Holyoke, MA, USA",42.2045965,-72.6155062,11
1941,"Louisville, KY, USA",38.254237599999996,-85.759407,10
1941,"Meriden, CT, USA",41.5381535,-72.8070435,20
1941,"New York, NY, USA",42.68400365,-73.84798682,85
1941,"Philadelphia, PA, USA",39.952399299999996,-75.1635899,5
1941,"Poughkeepsie, NY, USA",41.7065779,-73.9284101,1
1941,"Racine, WI, USA",42.7260523,-87.78252420000001,22
1941,"Springfield, MA, USA",42.1014831,-72.589811,8
1941,"St Louis, MO, USA",38.62727329999999,-90.19788890000001,5
1941,"Toronto, ON, Canada",43.653963,-79.38720699999999,1
1942,"Buffalo, NY, USA",42.8867166,-78.87839220000001,3
1942,"Chicago, IL, USA",41.8755546,-87.6244212,5
1942,"Dunellen, NJ, USA",40.5892696,-74.47182009999999,1
1942,"Greenwich, CT, USA",41.0264862,-73.6284598,6
1942,"Holyoke, MA, USA",42.2045965,-72.6155062,6
1942,"Kenosha, WI, USA",42.584677299999996,-87.82122629999999,4
1942,"Meriden, CT, USA",41.5381535,-72.8070435,6
1942,"New York, NY, USA",42.68400365,-73.84798682,83
1942,"Philadelphia, PA, USA",39.952399299999996,-75.1635899,1
1942,"Poughkeepsie, NY, USA",41.7065779,-73.9284101,1
1942,"Racine, WI, USA",42.7260523,-87.78252420000001,7
1942,"Springfield, MA, USA",42.1014831,-72.589811,2
1942,"St Louis, MO, USA",38.62727329999999,-90.19788890000001,8
1942,"St Paul, MN, USA",44.9504037,-93.10150259999999,2
1942,"Toronto, ON, Canada",43.653963,-79.38720699999999,1
1942,"Washington, DC, USA",38.8949549,-77.03664559999999,1
1943,"Akron, OH, USA",41.083064,-81.518485,1
1943,"Buffalo, NY, USA",42.8867166,-78.87839220000001,4
1943,"Chicago, IL, USA",41.8755546,-87.6244212,4
1943,"Fairfield, OH, USA",39.788611100000004,-82.64188829999999,1
1943,"Garden City, NY, USA",40.7266477,-73.6343052,1
1943,"Greenwich, CT, USA",41.0264862,-73.6284598,5
1943,"Kenosha, WI, USA",42.584677299999996,-87.82122629999999,6
1943,"Long Beach, NY, USA",40.588511600000004,-73.657861,2
1943,"Meriden, CT, USA",41.5381535,-72.8070435,6
1943,"Minneapolis, MN, USA",44.9772995,-93.2654692,1
1943,"New York, NY, USA",42.68400365,-73.84798682,55
1943,"PA, USA",40.9699889,-77.72788309999999,1
1943,"Philadelphia, PA, USA",39.952399299999996,-75.1635899,1
1943,"Racine, WI, USA",42.7260523,-87.78252420000001,13
1943,"Seattle, WA, USA",47.6038321,-122.3300624,1
1943,"St Louis, MO, USA",38.62727329999999,-90.19788890000001,11
1943,"Washington Square, NY, USA",42.6622728,-73.7695467,1
1943,"Wilkes-Barre, PA, USA",41.2464824,-75.8817316,2
1944,"Brooklyn, NY, USA",40.6501038,-73.9495823,1
1944,"Buffalo, NY, USA",42.8867166,-78.87839220000001,4
1944,"Chicago, IL, USA",41.8755546,-87.6244212,14
1944,"Derby, CT, USA",41.3223611,-73.08903240000001,1
1944,"Holyoke, MA, USA",42.2045965,-72.6155062,3
1944,"Meriden, CT, USA",41.5381535,-72.8070435,7
1944,"New York, NY, USA",42.68400365,-73.84798682,61
1944,"Philadelphia, PA, USA",39.952399299999996,-75.1635899,3
1944,"Poughkeepsie, NY, USA",41.7065779,-73.9284101,4
1944,"Racine, WI, USA",42.7260523,-87.78252420000001,9
1944,"Springfield, MA, USA",42.1014831,-72.589811,9
1944,"St Louis, MO, USA",38.62727329999999,-90.19788890000001,15
1944,"Toronto, ON, Canada",43.653963,-79.38720699999999,2
1944,"Tustin, CA, USA",33.7458511,-117.82616599999999,1
1944,USA,39.7837304,-128.0,1
1944,"Washington, DC, USA",38.8949549,-77.03664559999999,2
1944,"Wilkes-Barre, PA, USA",41.2464824,-75.8817316,3
1945,"Akron, OH, USA",41.083064,-81.518485,2
1945,"Buffalo, NY, USA",42.8867166,-78.87839220000001,9
1945,"Cedar Grove, NJ, USA",40.8517662,-74.229035,1
1945,"Chicago, IL, USA",41.8755546,-87.6244212,12
1945,"Derby, CT, USA",41.3223611,-73.08903240000001,1
1945,"Greenwich, CT, USA",41.0264862,-73.6284598,5
1945,"Holyoke, MA, USA",42.2045965,-72.6155062,4
1945,"Meriden, CT, USA",41.5381535,-72.8070435,1
1945,"Milford, CT, USA",41.222319399999996,-73.0564953,1
1945,"New York, NY, USA",42.68400365,-73.84798682,55
1945,"Philadelphia, PA, USA",39.952399299999996,-75.1635899,4
1945,"Racine, WI, USA",42.7260523,-87.78252420000001,9
1945,"Sauk City, WI, USA",43.2715944,-89.72268270000001,1
1945,"Seattle, WA, USA",47.6038321,-122.3300624,1
1945,"St Louis, MO, USA",38.62727329999999,-90.19788890000001,10
1945,"Toledo, OH, USA",41.678675399999996,-83.51272829999999,1
1945,"Toronto, ON, Canada",43.653963,-79.38720699999999,1
1945,USA,39.7837304,-128.0,1
1945,"Waterbury, CT, USA",41.558152500000006,-73.0514966,1
1945,"Wilkes-Barre, PA, USA",41.2464824,-75.8817316,9
1946,"Akron, OH, USA",41.083064,-81.518485,4
1946,"Bridgeport, CT, USA",41.1670412,-73.2048348,1
1946,"Buffalo, NY, USA",42.8867166,-78.87839220000001,6
1946,"Chicago, IL, USA",41.8755546,-87.6244212,10
1946,"Dayton, OH, USA",39.758947799999994,-84.1916069,1
1946,"Derby, CT, USA",41.3223611,-73.08903240000001,1
1946,"Girard, KS, USA",37.5111596,-94.8380215,1
1946,"Greenwich, CT, USA",41.0264862,-73.6284598,7
1946,"Holyoke, MA, USA",42.2045965,-72.6155062,1
1946,"Meriden, CT, USA",41.5381535,-72.8070435,6
1946,"Mt Vernon, NY, USA",40.9125992,-73.8370786,2
1946,"New York, NY, USA",42.68400365,-73.84798682,57
1946,"Philadelphia, PA, USA",39.952399299999996,-75.1635899,2
1946,"Pittsburgh, PA, USA",40.4416941,-79.99008609999998,2
1946,"Plymouth, MI, USA",42.3712,-83.46750209999999,1
1946,"Poughkeepsie, NY, USA",41.7065779,-73.9284101,2
1946,"Racine, WI, USA",42.7260523,-87.78252420000001,14
1946,"Schenectady, NY, USA",42.8142432,-73.93956870000001,2
1946,"Seattle, WA, USA",47.6038321,-122.3300624,1
1946,"Springfield, MA, USA",42.1014831,-72.589811,1
1946,"St Louis, MO, USA",38.62727329999999,-90.19788890000001,8
1946,"Toronto, ON, Canada",43.653963,-79.38720699999999,2
1946,USA,39.7837304,-128.0,1
1946,"Wilkes-Barre, PA, USA",41.2464824,-75.8817316,4
1947,"Akron, OH, USA",41.083064,-81.518485,1
1947,"Buffalo, NY, USA",42.8867166,-78.87839220000001,1
1947,"Chicago, IL, USA",41.8755546,-87.6244212,11
1947,"Elizabeth, NJ, USA",40.6639916,-74.2107006,1
1947,"Granite City, IL, USA",38.7014389,-90.1487199,1
1947,"Greenwich, CT, USA",41.0264862,-73.6284598,3
1947,"Holyoke, MA, USA",42.2045965,-72.6155062,1
1947,"Meriden, CT, USA",41.5381535,-72.8070435,3
1947,"New York, NY, USA",42.68400365,-73.84798682,74
1947,"Philadelphia, PA, USA",39.952399299999996,-75.1635899,5
1947,"Racine, WI, USA",42.7260523,-87.78252420000001,13
1947,"Schenectady, NY, USA",42.8142432,-73.93956870000001,1
1947,"Sparta, IL, USA",38.1231053,-89.70176579999999,2
1947,"St Louis, MO, USA",38.62727329999999,-90.19788890000001,3
1947,"St Paul, MN, USA",44.9504037,-93.10150259999999,1
1947,"Toronto, ON, Canada",43.653963,-79.38720699999999,1
1947,USA,39.7837304,-128.0,1
1947,"Wilkes-Barre, PA, USA",41.2464824,-75.8817316,3
1948,"Brooklyn, NY, USA",40.6501038,-73.9495823,1
1948,"Chicago, IL, USA",41.8755546,-87.6244212,2
1948,"Detroit, MI, USA",42.3486635,-83.0567375,2
1948,"Greenwich, CT, USA",41.0264862,-73.6284598,8
1948,"Holyoke, MA, USA",42.2045965,-72.6155062,2
1948,"Meriden, CT, USA",41.5381535,-72.8070435,1
1948,"New York, NY, USA",42.68400365,-73.84798682,113
1948,"Omaha, NE, USA",41.258731700000006,-95.93787320000001,1
1948,"Oneonta, NY, USA",42.453492,-75.0629531,1
1948,"Philadelphia, PA, USA",39.952399299999996,-75.1635899,6
1948,"Pleasantville, NY, USA",41.1328736,-73.7926335,1
1948,"Poughkeepsie, NY, USA",41.7065779,-73.9284101,2
1948,"Racine, WI, USA",42.7260523,-87.78252420000001,7
1948,"Schenectady, NY, USA",42.8142432,-73.93956870000001,1
1948,"Springfield, MA, USA",42.1014831,-72.589811,5
1948,"St Louis, MO, USA",38.62727329999999,-90.19788890000001,7
1948,"Toronto, ON, Canada",43.653963,-79.38720699999999,5
1948,USA,39.7837304,-128.0,1
1948,"Washington, DC, USA",38.8949549,-77.03664559999999,2
1948,"Wilkes-Barre, PA, USA",41.2464824,-75.8817316,14
1949,"Buffalo, NY, USA",42.8867166,-78.87839220000001,14
1949,"Chicago, IL, USA",41.8755546,-87.6244212,2
1949,"Derby, CT, USA",41.3223611,-73.08903240000001,2
1949,"Elgin, IL, USA",42.0372487,-88.2811895,1
1949,"Elizabeth, NJ, USA",40.6639916,-74.2107006,1
1949,"Greenwich, CT, USA",41.0264862,-73.6284598,13
1949,"Holyoke, MA, USA",42.2045965,-72.6155062,2
1949,"Kansas City, MO, USA",39.100105,-94.5781416,1
1949,"Kenosha, WI, USA",42.584677299999996,-87.82122629999999,1
1949,"Meriden, CT, USA",41.5381535,-72.8070435,5
1949,"New York, NY, USA",42.68400365,-73.84798682,111
1949,"Philadelphia, PA, USA",39.952399299999996,-75.1635899,1
1949,"Poughkeepsie, NY, USA",41.7065779,-73.9284101,2
1949,"Racine, WI, USA",42.7260523,-87.78252420000001,10
1949,"Raleigh, NC, USA",35.7803977,-78.63909890000001,2
1949,"Schenectady, NY, USA",42.8142432,-73.93956870000001,3
1949,"Sparta, IL, USA",38.1231053,-89.70176579999999,3
1949,"Springfield, MA, USA",42.1014831,-72.589811,5
1949,"St Louis, MO, USA",38.62727329999999,-90.19788890000001,13
1949,"St Paul, MN, USA",44.9504037,-93.10150259999999,1
1949,"Toronto, ON, Canada",43.653963,-79.38720699999999,3
1949,"Wilkes-Barre, PA, USA",41.2464824,-75.8817316,3
1950,"Appleton, WI, USA",44.26113370000001,-88.40676040000001,1
1950,"Battle Creek, MI, USA",42.319254799999996,-85.18242690000001,1
1950,"Bridgeport, CT, USA",41.1670412,-73.2048348,4
1950,"Buffalo, NY, USA",42.8867166,-78.87839220000001,7
1950,"Butte, MT, USA",46.0131505,-112.53650890000002,1
1950,"Chicago, IL, USA",41.8755546,-87.6244212,14
1950,"Coshocton, OH, USA",40.272015100000004,-81.8595757,1
1950,"Denver, CO, USA",39.7391536,-104.9847034,1
1950,"Derby, CT, USA",41.3223611,-73.08903240000001,2
1950,"Detroit, MI, USA",42.3486635,-83.0567375,1
1950,"Greenwich, CT, USA",41.0264862,-73.6284598,15
1950,"Hartford, CT, USA",41.7645491,-72.6908673,1
1950,"Meriden, CT, USA",41.5381535,-72.8070435,3
1950,"Mexico City, DF, Mexico",19.4326009,-99.1333416,1
1950,"Montreal, QC, Canada",45.4972159,-73.61036419999999,1
1950,"New York, NY, USA",42.68400365,-73.84798682,127
1950,"Philadelphia, PA, USA",39.952399299999996,-75.1635899,4
1950,"Pittsburgh, PA, USA",40.4416941,-79.99008609999998,1
1950,"Racine, WI, USA",42.7260523,-87.78252420000001,2
1950,"Schenectady, NY, USA",42.8142432,-73.93956870000001,2
1950,"Springfield, MA, USA",42.1014831,-72.589811,1
1950,"St Louis, MO, USA",38.62727329999999,-90.19788890000001,15
1950,"Stamford, CT, USA",41.0534302,-73.53873409999999,1
1950,"Toronto, ON, Canada",43.653963,-79.38720699999999,3
1950,USA,39.7837304,-128.0,6
1950,"Washington, DC, USA",38.8949549,-77.03664559999999,2
1950,"Wilkes-Barre, PA, USA",41.2464824,-75.8817316,11
1951,"Anaheim, CA, USA",33.8347516,-117.911732,1
1951,"Bridgeport, CT, USA",41.1670412,-73.2048348,9
1951,"Buffalo, NY, USA",42.8867166,-78.87839220000001,4
1951,"Chicago, IL, USA",41.8755546,-87.6244212,9
1951,"Columbus, OH, USA",39.9622601,-83.00070649999999,1
1951,"Derby, CT, USA",41.3223611,-73.08903240000001,3
1951,"Detroit, MI, USA",42.3486635,-83.0567375,2
1951,"Greenwich, CT, USA",41.0264862,-73.6284598,9
1951,"Kenosha, WI, USA",42.584677299999996,-87.82122629999999,1
1951,"Meriden, CT, USA",41.5381535,-72.8070435,6
1951,"Montreal, QC, Canada",45.4972159,-73.61036419999999,1
1951,"New York, NY, USA",42.68400365,-73.84798682,117
1951,"Ottawa, ON, Canada",45.421106,-75.690308,1
1951,"Philadelphia, PA, USA",39.952399299999996,-75.1635899,1
1951,"Pittsburgh, PA, USA",40.4416941,-79.99008609999998,1
1951,"Poughkeepsie, NY, USA",41.7065779,-73.9284101,1
1951,"Racine, WI, USA",42.7260523,-87.78252420000001,3
1951,"Saint Paul, MN, USA",44.9504037,-93.10150259999999,1
1951,"Sparta, IL, USA",38.1231053,-89.70176579999999,3
1951,"St Louis, MO, USA",38.62727329999999,-90.19788890000001,4
1951,"Syracuse, NY, USA",43.0481221,-76.1474244,1
1951,"Toronto, ON, Canada",43.653963,-79.38720699999999,4
1951,USA,39.7837304,-128.0,2
1951,"Washington, DC, USA",38.8949549,-77.03664559999999,1
1952,"Akron, OH, USA",41.083064,-81.518485,1
1952,"Albany, NY, USA",42.6511674,-73.754968,1
1952,"Anaheim, CA, USA",33.8347516,-117.911732,1
1952,"Boston, MA, USA",42.3602534,-71.0582912,1
1952,"Bridgeport, CT, USA",41.1670412,-73.2048348,7
1952,"Brooklyn, NY, USA",40.6501038,-73.9495823,1
1952,"Buffalo, NY, USA",42.8867166,-78.87839220000001,7
1952,"Canton, OH, USA",40.7989522,-81.3784445,5
1952,"Cheyenne, WY, USA",41.139981,-104.820246,1
1952,"Chicago, IL, USA",41.8755546,-87.6244212,11
1952,"Derby, CT, USA",41.3223611,-73.08903240000001,4
1952,"Greenwich, CT, USA",41.0264862,-73.6284598,14
1952,"Holyoke, MA, USA",42.2045965,-72.6155062,2
1952,"Meriden, CT, USA",41.5381535,-72.8070435,2
1952,"Mexico City, DF, Mexico",19.4326009,-99.1333416,1
1952,"New York, NY, USA",42.68400365,-73.84798682,143
1952,"Pittsburgh, PA, USA",40.4416941,-79.99008609999998,1
1952,"Poughkeepsie, NY, USA",41.7065779,-73.9284101,1
1952,"Racine, WI, USA",42.7260523,-87.78252420000001,1
1952,"San Diego, CA, USA",32.7174209,-117.16277140000001,1
1952,"Schenectady, NY, USA",42.8142432,-73.93956870000001,2
1952,"Sparta, IL, USA",38.1231053,-89.70176579999999,3
1952,"St Louis, MO, USA",38.62727329999999,-90.19788890000001,6
1952,"St Paul, MN, USA",44.9504037,-93.10150259999999,2
1952,"Toronto, ON, Canada",43.653963,-79.38720699999999,2
1953,"Akron, OH, USA",41.083064,-81.518485,1
1953,"Boston, MA, USA",42.3602534,-71.0582912,1
1953,"Bridgeport, CT, USA",41.1670412,-73.2048348,2
1953,"Buffalo, NY, USA",42.8867166,-78.87839220000001,8
1953,"Canton, OH, USA",40.7989522,-81.3784445,1
1953,"Chicago, IL, USA",41.8755546,-87.6244212,2
1953,"Concord, NH, USA",43.207178000000006,-71.537476,1
1953,"Derby, CT, USA",41.3223611,-73.08903240000001,3
1953,"Detroit, MI, USA",42.3486635,-83.0567375,2
1953,"Garden City, NY, USA",40.7266477,-73.6343052,1
1953,"Meriden, CT, USA",41.5381535,-72.8070435,3
1953,Mexico,19.4326009,-99.1333416,1
1953,"Mexico City, DF, Mexico",19.4326009,-99.1333416,2
1953,"NY, USA",43.1561681,-75.84499459999999,1
1953,"New Rochelle, NY, USA",40.9115386,-73.78263630000001,1
1953,"New York, NY, USA",42.68400365,-73.84798682,128
1953,"Racine, WI, USA",42.7260523,-87.78252420000001,1
1953,"Saginaw, MI, USA",43.420038700000006,-83.9490365,1
1953,"Schenectady, NY, USA",42.8142432,-73.93956870000001,3
1953,"Sparta, IL, USA",38.1231053,-89.70176579999999,3
1953,"St Louis, MO, USA",38.62727329999999,-90.19788890000001,3
1953,"St Paul, MN, USA",44.9504037,-93.10150259999999,1
1953,"Stamford, CT, USA",41.0534302,-73.53873409999999,3
1953,"Toronto, ON, Canada",43.653963,-79.38720699999999,3
1954,"Bridgeport, CT, USA",41.1670412,-73.2048348,2
1954,"Buffalo, NY, USA",42.8867166,-78.87839220000001,2
1954,"Canton, OH, USA",40.7989522,-81.3784445,1
1954,"Cheyenne, WY, USA",41.139981,-104.820246,1
1954,"Derby, CT, USA",41.3223611,-73.08903240000001,5
1954,"Garden City, NY, USA",40.7266477,-73.6343052,1
1954,"Greenfield, MA, USA",42.58779620000001,-72.6006199,2
1954,"Greenwich, CT, USA",41.0264862,-73.6284598,4
1954,"Hartford, CT, USA",41.7645491,-72.6908673,1
1954,"MI, USA",43.6211955,-84.6824346,1
1954,"New York, NY, USA",42.68400365,-73.84798682,130
1954,"Olympia, WA, USA",47.045019700000005,-122.8948725,1
1954,"Oxford, MI, USA",42.824752399999994,-83.2646624,1
1954,"Pleasantville, NY, USA",41.1328736,-73.7926335,3
1954,"Poughkeepsie, NY, USA",41.7065779,-73.9284101,1
1954,"Racine, WI, USA",42.7260523,-87.78252420000001,3
1954,"San Francisco, CA, USA",37.779280799999995,-122.4192363,1
1954,"Schenectady, NY, USA",42.8142432,-73.93956870000001,1
1954,"Sparta, IL, USA",38.1231053,-89.70176579999999,4
1954,"St Louis, MO, USA",38.62727329999999,-90.19788890000001,4
1954,"Stamford, CT, USA",41.0534302,-73.53873409999999,1
1954,"Toronto, ON, Canada",43.653963,-79.38720699999999,1
1954,"Wilkes-Barre, PA, USA",41.2464824,-75.8817316,1
1954,"Wilmington, DE, USA",39.7459468,-75.546589,2
1955,"Berkeley, CA, USA",37.8708393,-122.27286389999999,1
1955,"Boston, MA, USA",42.3602534,-71.0582912,2
1955,"Bridgeport, CT, USA",41.1670412,-73.2048348,1
1955,"Canton, OH, USA",40.7989522,-81.3784445,1
1955,"Columbus, OH, USA",39.9622601,-83.00070649999999,1
1955,"Derby, CT, USA",41.3223611,-73.08903240000001,23
1955,"Detroit, MI, USA",42.3486635,-83.0567375,1
1955,"Holyoke, MA, USA",42.2045965,-72.6155062,2
1955,"Meriden, CT, USA",41.5381535,-72.8070435,1
1955,"Milwaukee, WI, USA",43.0349931,-87.92249699999999,2
1955,"Mobile, AL, USA",30.6943566,-88.04305409999999,1
1955,"New York, NY, USA",42.68400365,-73.84798682,135
1955,"Phoenix, AZ, USA",33.448586600000006,-112.0773456,1
1955,"Poughkeepsie, NY, USA",41.7065779,-73.9284101,1
1955,"Redding Ridge, CT, USA",41.317040000000006,-73.3534522,1
1955,"Schenectady, NY, USA",42.8142432,-73.93956870000001,3
1955,"Sparta, IL, USA",38.1231053,-89.70176579999999,11
1955,"St Louis, MO, USA",38.62727329999999,-90.19788890000001,2
1955,"Washington, DC, USA",38.8949549,-77.03664559999999,1
1955,"Wilkes-Barre, PA, USA",41.2464824,-75.8817316,2
1955,"Wilmington, DE, USA",39.7459468,-75.546589,3
1956,"Derby, CT, USA",41.3223611,-73.08903240000001,17
1956,"Greenfield, MA, USA",42.58779620000001,-72.6006199,1
1956,"Holyoke, MA, USA",42.2045965,-72.6155062,1
1956,Mexico,19.4326009,-99.1333416,1
1956,"Miami, FL, USA",25.7742658,-80.1936589,1
1956,"Mobile, AL, USA",30.6943566,-88.04305409999999,1
1956,"New Haven, CT, USA",41.3082138,-72.92505179999999,1
1956,"New York, NY, USA",42.68400365,-73.84798682,127
1956,"Poughkeepsie, NY, USA",41.7065779,-73.9284101,2
1956,"Schenectady, NY, USA",42.8142432,-73.93956870000001,1
